Model,Ensembl_transcript_id,Ensembl_gene_id,Gene_biotype,External_gene_id,Description,Model posterior probability,log(FC),Second model,Second posterior probability,
MEP,ENST00000361383,ENSG00000132792,protein_coding,CTNNBL1-001,"catenin, beta like 1 [Source:HGNC Symbol;Acc:15879]",0.849220893,1.06826,ZERO,0.081422646,
MEP,ENST00000412271,ENSG00000073737,protein_coding,DHRS9-201,dehydrogenase/reductase (SDR family) member 9 [Source:HGNC Symbol;Acc:16888],0.763079549,2.56622,ZERO,0.07490333,
MEP,ENST00000486420,ENSG00000171159,processed_transcript,C9orf16-003,chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:17823],0.838037807,1.85371,ZERO,0.088587974,
MEP,ENST00000474137,ENSG00000114439,retained_intron,BBX-008,bobby sox homolog (Drosophila) [Source:HGNC Symbol;Acc:14422],0.798364689,1.98969,ZERO,0.084977275,
MEP,ENST00000477390,ENSG00000168734,processed_transcript,PKIG-005,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma [Source:HGNC Symbol;Acc:9019]",0.841822089,1.56377,ZERO,0.09046792,
MEP,ENST00000413183,ENSG00000184203,nonsense_mediated_decay,PPP1R2-004,"protein phosphatase 1, regulatory (inhibitor) subunit 2 [Source:HGNC Symbol;Acc:9288]",0.812800617,2.44773,ZERO,0.091320782,
MEP,ENST00000436534,ENSG00000128513,protein_coding,POT1-008,protection of telomeres 1 homolog (S. pombe) [Source:HGNC Symbol;Acc:17284],0.828297452,1.2059,ZERO,0.094099314,
MEP,ENST00000568226,ENSG00000103489,processed_transcript,XYLT1-003,xylosyltransferase I [Source:HGNC Symbol;Acc:15516],0.762888624,2.87688,ZERO,0.090540638,
MEP,ENST00000380325,ENSG00000125901,protein_coding,MRPS26-001,mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:14045],0.830689905,1.94069,ZERO,0.101734312,
MEP,ENST00000537379,ENSG00000131871,protein_coding,VIMP-201,VCP-interacting membrane protein [Source:HGNC Symbol;Acc:30396],0.836962749,0.925863,ZERO,0.104644379,
MEP,ENST00000528051,ENSG00000173898,retained_intron,SPTBN2-008,"spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:11276]",0.781057097,2.86238,ZERO,0.112573448,
MEP,ENST00000393919,ENSG00000102977,protein_coding,ACD-001,adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:25070],0.735911662,1.3773,ZERO,0.107017569,
MEP,ENST00000415330,ENSG00000231789,processed_transcript,RP11-558F24.4-001,,0.772614134,2.0751,ZERO,0.113212452,
MEP,ENST00000426086,ENSG00000173511,protein_coding,VEGFB-003,vascular endothelial growth factor B [Source:HGNC Symbol;Acc:12681],0.774434205,2.88944,ZERO,0.114722708,
MEP,ENST00000426725,ENSG00000234171,processed_transcript,AC108488.3-002,,0.783240076,1.9953,ZERO,0.117944077,
MEP,ENST00000305631,ENSG00000168350,protein_coding,DEGS2-001,"delta(4)-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:20113]",0.768302159,2.50599,ZERO,0.116350361,
MEP,ENST00000428946,ENSG00000010626,nonsense_mediated_decay,LRRC23-005,leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138],0.806736434,1.04133,ZERO,0.125041006,
MEP,ENST00000223051,ENSG00000106327,protein_coding,TFR2-201,transferrin receptor 2 [Source:HGNC Symbol;Acc:11762],0.748110381,2.50086,ZERO,0.116768864,
MEP,ENST00000507434,ENSG00000248275,antisense,CTC-338M12.3-001,,0.776510618,1.57139,ZERO,0.121658166,
MEP,ENST00000554282,ENSG00000166165,retained_intron,CKB-014,"creatine kinase, brain [Source:HGNC Symbol;Acc:1991]",0.767379455,1.4405,ZERO,0.124195549,
MEP,ENST00000584632,ENSG00000167258,protein_coding,CDK12-010,cyclin-dependent kinase 12 [Source:HGNC Symbol;Acc:24224],0.749247642,2.50547,ZERO,0.123413951,
MEP,ENST00000563908,ENSG00000213614,retained_intron,HEXA-013,hexosaminidase A (alpha polypeptide) [Source:HGNC Symbol;Acc:4878],0.773484146,1.91143,ZERO,0.12772828,
MEP,ENST00000528558,ENSG00000187954,retained_intron,CYHR1-014,cysteine/histidine-rich 1 [Source:HGNC Symbol;Acc:17806],0.735781913,2.28844,ZERO,0.122013389,
MEP,ENST00000517648,ENSG00000155926,protein_coding,SLA-004,Src-like-adaptor [Source:HGNC Symbol;Acc:10902],0.769668812,2.23764,ZERO,0.128527157,
MEP,ENST00000397514,ENSG00000103275,protein_coding,UBE2I-001,ubiquitin-conjugating enzyme E2I [Source:HGNC Symbol;Acc:12485],0.748497833,1.5155,ZERO,0.126106333,
MEP,ENST00000498367,ENSG00000150593,processed_transcript,PDCD4-010,programmed cell death 4 (neoplastic transformation inhibitor) [Source:HGNC Symbol;Acc:8763],0.765959546,0.809007,ZERO,0.129074636,
MEP,ENST00000447601,ENSG00000071889,protein_coding,FAM3A-004,"family with sequence similarity 3, member A [Source:HGNC Symbol;Acc:13749]",0.753314243,4.43919,ZERO,0.12882369,
MEP,ENST00000492277,ENSG00000162244,protein_coding,RPL29-007,ribosomal protein L29 [Source:HGNC Symbol;Acc:10331],0.749160449,2.21915,ZERO,0.134434319,
MEP,ENST00000354503,ENSG00000168958,protein_coding,MFF-022,mitochondrial fission factor [Source:HGNC Symbol;Acc:24858],0.803772268,0.80145,ZERO,0.145711557,
MEP,ENST00000323205,ENSG00000100116,protein_coding,GCAT-002,glycine C-acetyltransferase [Source:HGNC Symbol;Acc:4188],0.729865032,2.32861,ZERO,0.13797364,
MEP,ENST00000472734,ENSG00000117625,processed_transcript,RCOR3-003,REST corepressor 3 [Source:HGNC Symbol;Acc:25594],0.703679564,2.25921,ZERO,0.13918229,
MEP,ENST00000468499,ENSG00000168090,retained_intron,COPS6-003,COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis) [Source:HGNC Symbol;Acc:21749],0.738716483,1.96601,ZERO,0.14683804,
MEP,ENST00000588367,ENSG00000105058,protein_coding,FAM32A-003,"family with sequence similarity 32, member A [Source:HGNC Symbol;Acc:24563]",0.73152153,1.12676,ZERO,0.154098208,
MEP,ENST00000443108,ENSG00000228409,processed_transcript,CCT6P1-002,"chaperonin containing TCP1, subunit 6 (zeta) pseudogene 1 [Source:HGNC Symbol;Acc:33094]",0.727436875,1.41454,ZERO,0.153519921,
MEP,ENST00000595090,ENSG00000183207,protein_coding,RUVBL2-001,RuvB-like 2 (E. coli) [Source:HGNC Symbol;Acc:10475],0.725783439,1.39124,ZERO,0.153425558,
MEP,ENST00000369930,ENSG00000138111,protein_coding,TMEM180-001,transmembrane protein 180 [Source:HGNC Symbol;Acc:26196],0.739628803,1.43367,ZERO,0.159022767,
MEP,ENST00000598408,ENSG00000099797,retained_intron,TECR-025,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:4551]",0.740633594,1.20417,ZERO,0.1592388,
MEP,ENST00000551150,ENSG00000089157,protein_coding,RPLP0-002,"ribosomal protein, large, P0 [Source:HGNC Symbol;Acc:10371]",0.732664303,0.975355,ZERO,0.159399596,
MEP,ENST00000586529,ENSG00000267303,nonsense_mediated_decay,CTD-2369P2.12-001,,0.685401605,1.44489,ZERO,0.149709435,
MEP,ENST00000484946,ENSG00000189077,retained_intron,TMEM120A-016,transmembrane protein 120A [Source:HGNC Symbol;Acc:21697],0.697752716,2.3046,ZERO,0.1557788,
MEP,ENST00000557117,ENSG00000168350,processed_transcript,DEGS2-003,"delta(4)-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:20113]",0.695048419,5.99321,ZERO,0.155840016,
MEP,ENST00000434041,ENSG00000228696,protein_coding,ARL17B-003,ADP-ribosylation factor-like 17B [Source:HGNC Symbol;Acc:32387],0.678577014,2.3118,ZERO,0.152739349,
MEP,ENST00000592571,ENSG00000130159,nonsense_mediated_decay,ECSIT-010,ECSIT homolog (Drosophila) [Source:HGNC Symbol;Acc:29548],0.687571589,1.89379,ZERO,0.163887017,
MEP,ENST00000523409,ENSG00000215114,nonsense_mediated_decay,UBXN2B-005,UBX domain protein 2B [Source:HGNC Symbol;Acc:27035],0.689611101,2.08738,ZERO,0.171957298,
MEP,ENST00000562081,ENSG00000213380,protein_coding,COG8-003,component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:18623],0.664316857,2.89028,ZERO,0.167538369,
MEP,ENST00000498439,ENSG00000127586,retained_intron,CHTF18-011,"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18435]",0.676199766,2.26617,ZERO,0.171018255,
MEP,ENST00000541567,ENSG00000174669,nonsense_mediated_decay,SLC29A2-007,"solute carrier family 29 (nucleoside transporters), member 2 [Source:HGNC Symbol;Acc:11004]",0.663837468,2.18665,ZERO,0.1696552,
MEP,ENST00000483792,ENSG00000213722,processed_transcript,DDAH2-009,dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716],0.597662078,2.13269,ZERO,0.157192625,
MEP,ENST00000261455,ENSG00000065600,protein_coding,TMEM206-001,transmembrane protein 206 [Source:HGNC Symbol;Acc:25593],0.698092896,0.950842,ZERO,0.185481715,
MEP,ENST00000585746,ENSG00000105254,protein_coding,TBCB-006,tubulin folding cofactor B [Source:HGNC Symbol;Acc:1989],0.566889829,1.33323,ZERO,0.151009544,
MEP,ENST00000527810,ENSG00000148985,retained_intron,PGAP2-046,post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:17893],0.693157548,1.2183,ZERO,0.190059788,
MEP,ENST00000451378,ENSG00000178057,protein_coding,NDUFAF3-002,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3 [Source:HGNC Symbol;Acc:29918]",0.642982627,1.87332,ZERO,0.178813038,
MEP,ENST00000372560,ENSG00000127125,protein_coding,PPCS-005,phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:25686],0.635504641,1.56873,ZERO,0.176867449,
MEP,ENST00000284154,ENSG00000154016,protein_coding,GRAP-001,GRB2-related adaptor protein [Source:HGNC Symbol;Acc:4562],0.615164402,2.29633,ZERO,0.17220763,
MEP,ENST00000396366,ENSG00000165060,protein_coding,FXN-004,frataxin [Source:HGNC Symbol;Acc:3951],0.690894436,1.63428,ZERO,0.194276116,
MEP,ENST00000444034,ENSG00000184634,protein_coding,MED12-010,mediator complex subunit 12 [Source:HGNC Symbol;Acc:11957],0.623822905,1.45834,ZERO,0.179416058,
MEP,ENST00000481714,ENSG00000119865,processed_transcript,CNRIP1-003,cannabinoid receptor interacting protein 1 [Source:HGNC Symbol;Acc:24546],0.50140574,2.28403,ZERO,0.146164853,
MEP,ENST00000356187,ENSG00000023191,protein_coding,RNH1-001,ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:10074],0.660086659,1.38709,ZERO,0.192543326,
MEP,ENST00000482603,ENSG00000137106,processed_transcript,GRHPR-009,glyoxylate reductase/hydroxypyruvate reductase [Source:HGNC Symbol;Acc:4570],0.566969278,1.66944,CMP,0.168099352,
MEP,ENST00000543687,ENSG00000185344,processed_transcript,ATP6V0A2-008,"ATPase, H+ transporting, lysosomal V0 subunit a2 [Source:HGNC Symbol;Acc:18481]",0.662839604,1.13113,ZERO,0.199053174,
MEP,ENST00000553721,ENSG00000100813,retained_intron,ACIN1-011,apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:17066],0.620336505,1.41648,ZERO,0.186739367,
MEP,ENST00000376442,ENSG00000204560,protein_coding,DHX16-001,DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:HGNC Symbol;Acc:2739],0.648496473,1.17077,ZERO,0.197475279,
MEP,ENST00000438904,ENSG00000254184,unprocessed_pseudogene,TYW1B-202,tRNA-yW synthesizing protein 1 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:33908],0.672094344,1.19154,ZERO,0.207917817,
MEP,ENST00000309422,ENSG00000173511,protein_coding,VEGFB-001,vascular endothelial growth factor B [Source:HGNC Symbol;Acc:12681],0.625429751,1.94083,ZERO,0.194636319,
MEP,ENST00000305510,ENSG00000168763,protein_coding,CNNM3-001,cyclin M3 [Source:HGNC Symbol;Acc:104],0.622407316,2.07118,ZERO,0.200798415,
MEP,ENST00000394246,ENSG00000141744,protein_coding,PNMT-002,phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:9160],0.548106704,2.46698,ZERO,0.177251027,
MEP,ENST00000557121,ENSG00000259004,lincRNA,RP11-8L8.2-001,,0.650361881,1.68699,ZERO,0.215789268,
MEP,ENST00000496455,ENSG00000163655,protein_coding,GMPS-001,guanine monphosphate synthetase [Source:HGNC Symbol;Acc:4378],0.66683964,0.901655,ZERO,0.221477026,
MEP,ENST00000376223,ENSG00000162496,protein_coding,DHRS3-001,dehydrogenase/reductase (SDR family) member 3 [Source:HGNC Symbol;Acc:17693],0.597170346,2.55503,ZERO,0.198430898,
MEP,ENST00000155926,ENSG00000071575,protein_coding,TRIB2-001,tribbles homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30809],0.51540571,2.97385,ZERO,0.176511827,
MEP,ENST00000215570,ENSG00000099800,protein_coding,TIMM13-001,translocase of inner mitochondrial membrane 13 homolog (yeast) [Source:HGNC Symbol;Acc:11816],0.582744151,1.11097,ZERO,0.201571827,
MEP,ENST00000533133,ENSG00000042429,nonsense_mediated_decay,MED17-004,mediator complex subunit 17 [Source:HGNC Symbol;Acc:2375],0.604696971,1.2662,ZERO,0.219686099,
MEP,ENST00000374223,ENSG00000158062,protein_coding,UBXN11-008,UBX domain protein 11 [Source:HGNC Symbol;Acc:30600],0.59991584,2.08833,ZERO,0.219210399,
MEP,ENST00000393526,ENSG00000168754,protein_coding,FAM178B-001,"family with sequence similarity 178, member B [Source:HGNC Symbol;Acc:28036]",0.501802203,2.0653,ZERO,0.187011097,
MEP,ENST00000356801,ENSG00000162825,protein_coding,RP3-377D14.1-203,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8WD06],0.609768401,1.27334,ZERO,0.22929766,
MEP,ENST00000546361,ENSG00000085872,protein_coding,CHERP-001,calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:16930],0.625178905,1.41503,ZERO,0.23535261,
MEP,ENST00000415987,ENSG00000103316,protein_coding,CRYM-202,"crystallin, mu [Source:HGNC Symbol;Acc:2418]",0.561434957,2.47137,ZERO,0.215061799,
MEP,ENST00000505031,ENSG00000176915,retained_intron,ANKLE2-011,ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:29101],0.581530145,1.70146,ZERO,0.22735893,
MEP,ENST00000551789,ENSG00000151239,retained_intron,TWF1-009,"twinfilin, actin-binding protein, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:9620]",0.563593554,1.73359,ZERO,0.222231729,
MEP,ENST00000432560,ENSG00000100280,protein_coding,AP1B1-204,"adaptor-related protein complex 1, beta 1 subunit [Source:HGNC Symbol;Acc:554]",0.583484599,1.11865,ZERO,0.233284196,
MEP,ENST00000543175,ENSG00000187024,protein_coding,PTRH1-201,peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27039],0.587622452,2.01564,ZERO,0.235588479,
MEP,ENST00000480892,ENSG00000138002,retained_intron,IFT172-013,intraflagellar transport 172 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:30391],0.5634972,2.52293,ZERO,0.226251849,
MEP,ENST00000316052,ENSG00000178896,protein_coding,EXOSC4-001,exosome component 4 [Source:HGNC Symbol;Acc:18189],0.534194835,1.50272,ZERO,0.215133311,
MEP,ENST00000438329,ENSG00000256872,nonsense_mediated_decay,NOL12-002,nucleolar protein 12 [Source:HGNC Symbol;Acc:28585],0.63392458,0.738262,ZERO,0.261366391,
MEP,ENST00000562058,ENSG00000196502,nonsense_mediated_decay,SULT1A1-003,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 [Source:HGNC Symbol;Acc:11453]",0.561749294,1.71012,ZERO,0.23312485,
MEP,ENST00000587888,ENSG00000012061,nonsense_mediated_decay,ERCC1-012,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]",0.595887662,1.02677,ZERO,0.249077867,
MEP,ENST00000305978,ENSG00000171222,protein_coding,SCAND1-002,SCAN domain containing 1 [Source:HGNC Symbol;Acc:10566],0.593059799,1.27701,ZERO,0.248230458,
MEP,ENST00000594842,ENSG00000141867,retained_intron,BRD4-009,bromodomain containing 4 [Source:HGNC Symbol;Acc:13575],0.546405256,1.52357,ZERO,0.229772713,
MEP,ENST00000574151,ENSG00000103145,protein_coding,HCFC1R1-004,host cell factor C1 regulator 1 (XPO1 dependent) [Source:HGNC Symbol;Acc:21198],0.595660959,1.02046,ZERO,0.255497704,
MEP,ENST00000522156,ENSG00000156482,processed_transcript,RPL30-011,ribosomal protein L30 [Source:HGNC Symbol;Acc:10333],0.597159695,1.19091,ZERO,0.25929503,
MEP,ENST00000360453,ENSG00000155846,protein_coding,PPARGC1B-005,"peroxisome proliferator-activated receptor gamma, coactivator 1 beta [Source:HGNC Symbol;Acc:30022]",0.53112897,8.48542,ZERO,0.233893802,
MEP,ENST00000331204,ENSG00000183684,protein_coding,ALYREF-201,Aly/REF export factor [Source:HGNC Symbol;Acc:19071],0.615728811,0.993926,ZERO,0.271563195,
MEP,ENST00000445755,ENSG00000007080,protein_coding,CCDC124-004,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:25171],0.505186168,1.45369,ZERO,0.223262034,
MEP,ENST00000355265,ENSG00000197993,protein_coding,KEL-001,"Kell blood group, metallo-endopeptidase [Source:HGNC Symbol;Acc:6308]",0.50262044,2.30459,EB,0.222777038,
MEP,ENST00000497480,ENSG00000128815,processed_transcript,WDFY4-004,WDFY family member 4 [Source:HGNC Symbol;Acc:29323],0.521789293,1.26046,ZERO,0.232514766,
MEP,ENST00000417410,ENSG00000176209,protein_coding,C8orf40-001,chromosome 8 open reading frame 40 [Source:HGNC Symbol;Acc:25166],0.508792405,2.05849,ZERO,0.227865534,
MEP,ENST00000268704,ENSG00000197912,protein_coding,SPG7-001,spastic paraplegia 7 (pure and complicated autosomal recessive) [Source:HGNC Symbol;Acc:11237],0.570063974,1.48873,ZERO,0.255364962,
MEP,ENST00000322428,ENSG00000179632,protein_coding,MAF1-001,MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24966],0.565465626,1.23389,ZERO,0.260253424,
MEP,ENST00000409632,ENSG00000003393,protein_coding,ALS2-009,amyotrophic lateral sclerosis 2 (juvenile) [Source:HGNC Symbol;Acc:443],0.528433456,2.54699,ZERO,0.24342097,
MEP,ENST00000538264,ENSG00000231360,protein_coding,AL592284.1-201,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5H305],0.500622039,1.37489,ZERO,0.232739209,
MEP,ENST00000424756,ENSG00000244054,processed_transcript,LINC00539-001,long intergenic non-protein coding RNA 539 [Source:HGNC Symbol;Acc:43672],0.524636538,2.02991,ZERO,0.24701565,
MEP,ENST00000553696,ENSG00000165525,retained_intron,NEMF-007,nuclear export mediator factor [Source:HGNC Symbol;Acc:10663],0.54887254,1.62178,ZERO,0.258463242,
MEP,ENST00000524335,ENSG00000253716,antisense,RP13-582O9.5-004,,0.502100581,1.10072,ZERO,0.237489632,
MEP,ENST00000375871,ENSG00000156345,protein_coding,CDK20-201,cyclin-dependent kinase 20 [Source:HGNC Symbol;Acc:21420],0.512103875,2.04165,ZERO,0.251248383,
MEP,ENST00000315731,ENSG00000148303,protein_coding,RPL7A-005,ribosomal protein L7a [Source:HGNC Symbol;Acc:10364],0.500067847,1.39346,ZERO,0.24649214,
MEP,ENST00000550479,ENSG00000166598,retained_intron,HSP90B1-009,"heat shock protein 90kDa beta (Grp94), member 1 [Source:HGNC Symbol;Acc:12028]",0.532753036,1.94909,ZERO,0.2626178,
MEP,ENST00000395876,ENSG00000100427,protein_coding,MLC1-002,megalencephalic leukoencephalopathy with subcortical cysts 1 [Source:HGNC Symbol;Acc:17082],0.542629039,1.20569,ZERO,0.270036907,
MEP,ENST00000395856,ENSG00000084676,protein_coding,NCOA1-003,nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:7668],0.520992191,1.69892,ZERO,0.264964052,
MEP,ENST00000525616,ENSG00000126457,retained_intron,PRMT1-018,protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:5187],0.511993697,2.02613,ZERO,0.260619589,
MEP,ENST00000579853,ENSG00000108465,retained_intron,CDK5RAP3-014,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:18673],0.532695046,1.42008,ZERO,0.271696549,
MEP,ENST00000521207,ENSG00000253716,antisense,RP13-582O9.5-003,,0.539662695,1.03042,ZERO,0.276751874,
MEP,ENST00000411817,ENSG00000144668,protein_coding,ITGA9-004,"integrin, alpha 9 [Source:HGNC Symbol;Acc:6145]",0.503745526,2.52191,ZERO,0.270670854,
MEP,ENST00000536442,ENSG00000123106,non_stop_decay,CCDC91-003,coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:24855],0.527392661,1.27317,ZERO,0.284371949,
MEP,ENST00000441275,ENSG00000161267,protein_coding,BDH1-002,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:1027]",0.550980015,1.13206,ZERO,0.303198567,
MEP,ENST00000334678,ENSG00000187051,protein_coding,RPS19BP1-001,ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:28749],0.531568091,0.840097,ZERO,0.303957281,
MEP,ENST00000276062,ENSG00000147123,protein_coding,NDUFB11-002,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa [Source:HGNC Symbol;Acc:20372]",0.525426649,0.840499,ZERO,0.312947221,
MEP,ENST00000554085,ENSG00000213930,nonsense_mediated_decay,GALT-016,galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:4135],0.513896118,0.801202,ZERO,0.327813044,
MEP,ENST00000494242,ENSG00000092203,processed_transcript,TOX4-006,TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:20161],0.506869013,1.04215,ZERO,0.357601625,
EB,ENST00000368845,ENSG00000065154,protein_coding,OAT-001,ornithine aminotransferase [Source:HGNC Symbol;Acc:8091],0.999999999,3.37586,ZERO,3.32E-10,
EB,ENST00000360110,ENSG00000072274,protein_coding,TFRC-001,"transferrin receptor (p90, CD71) [Source:HGNC Symbol;Acc:11763]",0.999999612,3.49507,ZERO,1.86E-07,
EB,ENST00000376876,ENSG00000017483,protein_coding,SLC38A5-011,"solute carrier family 38, member 5 [Source:HGNC Symbol;Acc:18070]",0.999995585,5.16767,ZERO,1.94E-06,
EB,ENST00000470345,ENSG00000143416,retained_intron,SELENBP1-002,selenium binding protein 1 [Source:HGNC Symbol;Acc:10719],0.99999585,15.9274,ZERO,2.01E-06,
EB,ENST00000276699,ENSG00000147689,protein_coding,FAM83A-002,"family with sequence similarity 83, member A [Source:HGNC Symbol;Acc:28210]",0.999995828,15.5482,ZERO,2.04E-06,
EB,ENST00000301522,ENSG00000167815,protein_coding,PRDX2-001,peroxiredoxin 2 [Source:HGNC Symbol;Acc:9353],0.99999542,3.34691,ZERO,2.20E-06,
EB,ENST00000461298,ENSG00000143226,protein_coding,FCGR2A-014,"Fc fragment of IgG, low affinity IIa, receptor (CD32) [Source:HGNC Symbol;Acc:3616]",0.999994277,16.1004,ZERO,2.73E-06,
EB,ENST00000464634,ENSG00000171401,nonsense_mediated_decay,KRT13-006,keratin 13 [Source:HGNC Symbol;Acc:6415],0.999990092,14.3369,ZERO,4.97E-06,
EB,ENST00000320868,ENSG00000206172,protein_coding,HBA1-001,"hemoglobin, alpha 1 [Source:HGNC Symbol;Acc:4823]",0.999981719,6.74221,ZERO,5.09E-06,
EB,ENST00000156626,ENSG00000070526,protein_coding,ST6GALNAC1-001,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:23614]",0.999988719,15.3251,ZERO,5.50E-06,
EB,ENST00000355733,ENSG00000075340,protein_coding,ADD2-002,adducin 2 (beta) [Source:HGNC Symbol;Acc:244],0.999986792,14.1961,ZERO,6.64E-06,
EB,ENST00000399967,ENSG00000215298,protein_coding,FP15737.1-201,,0.999985345,3.40575,ZERO,7.19E-06,
EB,ENST00000392841,ENSG00000256269,protein_coding,HMBS-201,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:4982],0.999979151,5.27133,ZERO,7.40E-06,
EB,ENST00000324632,ENSG00000186204,protein_coding,CYP4F12-006,"cytochrome P450, family 4, subfamily F, polypeptide 12 [Source:HGNC Symbol;Acc:18857]",0.999984193,14.1076,ZERO,7.93E-06,
EB,ENST00000397806,ENSG00000188536,protein_coding,HBA2-002,"hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:4824]",0.999974801,6.71705,ZERO,8.22E-06,
EB,ENST00000404894,ENSG00000122644,protein_coding,ARL4A-005,ADP-ribosylation factor-like 4A [Source:HGNC Symbol;Acc:695],0.999982658,3.54316,ZERO,8.32E-06,
EB,ENST00000396663,ENSG00000122644,protein_coding,ARL4A-201,ADP-ribosylation factor-like 4A [Source:HGNC Symbol;Acc:695],0.999983764,2.86865,ZERO,8.40E-06,
EB,ENST00000432969,ENSG00000196188,protein_coding,CTSE-202,cathepsin E [Source:HGNC Symbol;Acc:2530],0.999981742,15.2852,ZERO,8.96E-06,
EB,ENST00000552669,ENSG00000135472,protein_coding,FAIM2-003,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:17067],0.999980964,13.2158,ZERO,9.64E-06,
EB,ENST00000566612,ENSG00000039068,nonsense_mediated_decay,CDH1-005,"cadherin 1, type 1, E-cadherin (epithelial) [Source:HGNC Symbol;Acc:1748]",0.999979602,12.2472,ZERO,1.02E-05,
EB,ENST00000344233,ENSG00000178752,protein_coding,FAM132B-007,"family with sequence similarity 132, member B [Source:HGNC Symbol;Acc:26727]",0.999978295,14.4393,ZERO,1.06E-05,
EB,ENST00000359088,ENSG00000070526,nonsense_mediated_decay,ST6GALNAC1-002,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:23614]",0.999978725,14.7217,ZERO,1.06E-05,
EB,ENST00000296869,ENSG00000164398,protein_coding,ACSL6-009,acyl-CoA synthetase long-chain family member 6 [Source:HGNC Symbol;Acc:16496],0.999976998,15.6665,ZERO,1.14E-05,
EB,ENST00000352083,ENSG00000110693,protein_coding,SOX6-201,SRY (sex determining region Y)-box 6 [Source:HGNC Symbol;Acc:16421],0.999977214,13.7748,ZERO,1.14E-05,
EB,ENST00000447402,ENSG00000143416,protein_coding,SELENBP1-202,selenium binding protein 1 [Source:HGNC Symbol;Acc:10719],0.999975565,14.2877,ZERO,1.22E-05,
EB,ENST00000470917,ENSG00000112212,protein_coding,TSPO2-002,translocator protein 2 [Source:HGNC Symbol;Acc:21256],0.999975019,13.9644,ZERO,1.24E-05,
EB,ENST00000481733,ENSG00000131828,processed_transcript,PDHA1-005,pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:8806],0.99998361,1.34349,ZERO,1.27E-05,
EB,ENST00000368122,ENSG00000213088,protein_coding,DARC-001,"Duffy blood group, chemokine receptor [Source:HGNC Symbol;Acc:4035]",0.999972959,13.4442,ZERO,1.37E-05,
EB,ENST00000469714,ENSG00000169891,processed_transcript,REPS2-004,RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:9963],0.999972274,12.8021,ZERO,1.38E-05,
